          (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    7) (   6,    6) (   6,    3)
          (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    8) (   6,    5)
          (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    7) (   6,    4) (   6,    7) (   6,    4) (   6,    6) (   6,    6)
          (   6,    7) (   6,    6) (   6,    7) (   6,    8) (   6,    5) (   6,    7) (   6,    5) (   6,    5) (   6,    6) (   6,    4)
          (   6,    4) (   6,    6) (   6,    8) (   6,    8) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    5)
          (   6,    6) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    8) (   6,    7) (   6,    4) (   6,    6) (   6,    6)
          (   6,    5) (   6,    7) (   6,    4) (   6,    7) (   6,    3) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    7)
          (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    6)
          (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    8) (   6,    3)
          (   6,    5) (   6,    8) (   6,    7) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    5)
          (   6,    6) (   6,    7) (   6,    5) (   6,    5) (   6,    5) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    5)
          (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    8) (   6,    6) (   6,    8) (   6,    8) (   6,    7) (   6,    5)
          (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    6) (   6,    4) (   6,    8) (   6,    7)
          (   6,    4) (   6,    5) (   6,    5) (   6,    7) (   6,    8) (   6,    8) (   6,    6) (   6,    5) (   6,    6) (   6,    6)
          (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    4) (   6,    8) (   6,    7) (   6,    6) (   6,    4) (   6,    6)
          (   6,    7) (   6,    6) (   6,    6) (   6,    4) (   6,    6) (   6,    8) (   6,    5) (   6,    8) (   6,    8) (   6,    8)
          (   6,    5) (   6,    4) (   6,    4) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    6)
         
node   3 sent_total   4186  recv_total   4165

node   4  (   1,    0) (   0,    0) (   3,    2) (   6,    3) (   6,    4) (   6,    7) (   6,    7) (   6,    7) (   6,    5) (   6,    6)
          (   6,    6) (   6,    5) (   6,    4) (   6,    5) (   6,    8) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    9)
          (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    8) (   6,    4)
          (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    2)
          (   6,    7) (   6,    5) (   6,    8) (   6,    8) (   6,    6) (   6,    7) (   6,    8) (   6,    5) (   6,    6) (   6,    6)
          (   6,    2) (   6,    4) (   6,    5) (   6,    5) (   6,    6) (   6,    4) (   6,    7) (   6,    6) (   6,    7) (   6,    5)
          (   6,    8) (   6,    6) (   6,    6) (   6,    4) (   6,    8) (   6,    5) (   6,    6) (   6,    5) (   6,    7) (   6,    6)
          (   6,    6) (   6,    6) (   6,    4) (   6,    8) (   6,    6) (   6,    4) (   6,    5) (   6,    5) (   6,    7) (   6,    6)
          (   6,    6) (   6,    7) (   6,    6) (   6,    4) (   6,    6) (   6,    8) (   6,    6) (   6,    7) (   6,    9) (   6,    6)
          (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    8) (   6,    6) (   6,    8) (   6,    7) (   6,    6)
          (   6,    4) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   4 sent_total    592  recv_total    591

node   5  (   0,    0) (   1,    0) (   0,    0) (   6,    2) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    4)
          (   6,    9) (   6,    8) (   6,    7) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    8)
          (   6,    4) (   6,    7) (   6,    4) (   6,    5) (   6,    5) (   6,    9) (   6,    6) (   6,    8) (   6,    5) (   6,    7)
          (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    8)
          (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    7)
          (   6,    7) (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    4) (   6,    6) (   6,    4) (   6,    5) (   6,    6)
          (   6,    6) (   6,    5) (   6,    7) (   6,    8) (   6,    8) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    2)
          (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    9) (   6,    8) (   6,    8) (   6,    6) (   6,    7) (   6,    6)
          (   6,    5) (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    4) (   6,    5) (   6,    6) (   6,    5) (   6,    7)
          (   6,    3) (   6,    6) (   6,    6) (   6,    6) (   6,    4) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    2)
          (   6,    9) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    6)
          (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    6) (   6,    8) (   6,    7) (   6,    6) (   6,    8)
          (   6,    6) (   6,    7) (   6,    8) (   6,    4) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    3)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    8) (   6,    5) (   6,    5) (   6,    8) (   6,    6) (   6,    7)
          (   6,    5) (   6,    5) (   6,    8) (   6,    3) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    6)
          (   6,    8) (   6,    4) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    7) (   6,    4) (   6,    6)
          (   6,    7) (   6,    4) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    6)
          (   6,    4) (   6,    6) (   6,    4) (   6,    5) (   6,    7) (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    6)
          (   6,    7) (   6,    5) (   6,    7) (   6,    8) (   6,    4) (   6,    6) (   6,    6) (   6,    8) (   6,    4) (   6,    6)
          (   6,    8) (   6,    7) (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    8) (   6,    4) (   6,    8) (   6,    7)
          (   6,    7) (   6,    8) (   6,    6) (   6,    4) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    5)
          (   6,    7) (   6,    7) (   6,    7) (   6,    8) (   6,    6) (   6,    5) (   6,    7) (   6,    5) (   6,    7) (   6,    7)
          (   6,    6) (   6,    4) (   6,    7) (   6,    5) (   6,    4) (   6,    8) (   6,    7) (   6,    5) (   6,    7) (   6,    7)
          (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    7)
          (   6,    7) (   6,    7) (   6,    8) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    7) (   6,    5) (   6,    6)
          (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    5) (   6,    6) (   6,    6) (   6,    4)
          (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    7) (   6,    5) (   6,    7)
          (   6,    4) (   6,    6) (   6,    4) (   6,    3) (   6,    7) (   6,    6) (   6,    6) (   6,    8) (   6,    7) (   6,    7)
          (   6,    6) (   6,    6) (   6,    5) (   6,    6) (   6,    8) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    6)
          (   6,    8) (   6,    5) (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    5) (   6,    8) (   6,    5) (   6,    6)
          (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    5) (   6,    7) (   6,    5) (   6,    8) (   6,    8) (   6,    7)
          (   6,    3) (   6,    7) (   6,    7) (   6,    6) (   6,    3) (   6,    7) (   6,    6) (   6,    4) (   6,    4) (   6,    5)
          (   6,    5) (   6,    4) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    5)
          (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    8) (   6,    7) (   6,    8) (   6,    6) (   6,    5) (   6,    7)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    7)
          (   6,    5) (   6,    6) (   6,    7) (   6,    4) (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    3) (   6,    8)
          (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    4)
          (   6,    6) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    8)
          (   6,    6) (   6,    4) (   6,    6) (   6,    7) (   6,    6) (   6,    8) (   6,    7) (   6,    7) (   6,    4) (   6,    5)
          (   6,    6) (   6,    5) (   6,    7) (   6,    5) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    6)
          (   6,    6) (   6,    4) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    6)
          (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    6)
          (   6,    6) (   6,    4) (   6,    8) (   6,    5) (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    8) (   6,    6)
          (   6,    8) (   6,    5) (   6,    4) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    4) (   6,    6) (   6,    5)
          (   6,    6) (   6,    7) (   6,    6) (   6,    8) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5)
          (   6,    5) (   6,    7) (   6,    7) (   6,    5) (   6,    8) (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    6)
          (   6,    7) (   6,    8) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    6)
          (   6,    6) (   6,    6) (   6,    4) (   6,    4) (   6,    7) (   6,    4) (   6,    7) (   6,    5) (   6,    7) (   6,    8)
          (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    3) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6)
          (   6,    4) (   6,    8) (   6,    7) (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    5)
          (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    8)
          (   6,    6) (   6,    6) (   6,    5) (   6,    4) (   6,    8) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    6)
          (   6,    8) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    4)
          (   6,    6) (   6,    4) (   6,    4) (   6,    5) (   6,    5) (   6,    7) (   6,    4) (   6,    7) (   6,    4) (   6,    8)
          (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    6) (   6,    3) (   6,    5)
          (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    6)
          (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    8) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    7)
          (   6,    3) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    4) (   6,    6) (   6,    6) (   6,    5) (   6,    6)
          (   6,    7) (   6,    8) (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    5) (   6,    6) (   6,    8)
          (   6,    7) (   6,    8) (   6,    5) (   6,    3) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    4) (   6,    6)
          (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    4) (   6,    6) (   6,    6) (   6,    6)
          (   6,    5) (   6,    8) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    8) (   6,    5) (   6,    7) (   6,    6)
          (   6,    5) (   6,    7) (   6,    4) (   6,    8) (   6,    7) (   6,    3) (   6,    5) (   6,    5) (   6,    5) (   6,    4)
          (   6,    3) (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    6)
          (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    7)
          (   6,    7) (   6,    3) (   6,    5) (   6,    6) (   6,    8) (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    6)
          (   6,    6) (   6,    4) (   6,    6) (   6,    4) (   6,    4) (   6,    7) (   6,    4) (   6,    6) (   6,    7) (   6,    6)
          (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    4) (   6,    7) (   6,    8) (   6,    7) (   6,    7) (   6,    6)
          (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    4) (   6,    5) (   6,    7) (   6,    4) (   6,    5) (   6,    5)
          (   6,    7) (   6,    5) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    4)
         
node   5 sent_total   4183  recv_total   4192

node   6  (   0,    0) (   1,    0) (   0,    0) (   5,    1) (   6,    7) (   6,    8) (   6,    4) (   6,    6) (   6,    4) (   6,    6)
          (   6,    5) (   6,    8) (   6,    6) (   6,    9) (   6,    7) (   6,    7) (   6,    5) (   6,    8) (   6,    4) (   6,    5)
          (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    4) (   6,    7) (   6,    5) (   6,    6) (   6,    8)
          (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    3) (   6,    6) (   6,    3) (   6,    6) (   6,    4) (   6,    8)
          (   6,    6) (   6,    8) (   6,    8) (   6,    3) (   6,    7) (   6,    7) (   6,    9) (   6,    6) (   6,    6) (   6,    3)
          (   6,    8) (   6,    8) (   6,    5) (   6,    3) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    4)
          (   6,    7) (   6,    5) (   6,    3) (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    6)
          (   6,    5) (   6,    5) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    6)
          (   6,    6) (   6,    5) (   6,    6) (   6,    4) (   6,    5) (   6,    5) (   6,    4) (   6,    5) (   6,    5) (   6,    7)
          (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    8) (   6,    3) (   6,    4) (   6,    8) (   6,    5) (   6,    8)
          (   6,    7) (   6,    7) (   6,    6) (   6,    4) (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    7) (   6,    7)
          (   6,    2) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    2) (   6,    6) (   6,    8) (   6,    7) (   6,    6)
          (   6,    5) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    7) (   6,    4) (   6,    6) (   6,    7) (   6,    6)
          (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    8) (   6,    5) (   6,    6) (   6,    6) (   6,    7)
          (   6,    7) (   6,    5) (   6,    6) (   6,    7) (   6,    5) (   6,    8) (   6,    7) (   6,    5) (   6,    5) (   6,    6)
          (   6,    4) (   6,    7) (   6,    4) (   6,    7) (   6,    5) (   6,    5) (   6,    7) (   6,    4) (   6,    5) (   6,    5)
          (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    5) (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    4)
          (   6,    6) (   6,    6) (   6,    4) (   6,    8) (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    5) (   6,    7)
          (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    7) (   6,    8) (   6,    8) (   6,    8) (   6,    6) (   6,    6)
          (   6,    7) (   6,    4) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    5)
          (   6,    6) (   6,    6) (   6,    5) (   6,    8) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    6)
          (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    7)
          (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    4) (   6,    2) (   6,    6)
          (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    6) (   6,    3) (   6,    7) (   6,    7) (   6,    5) (   6,    4)
          (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    7) (   6,    7) (   6,    5)
          (   6,    2) (   6,    4) (   6,    6) (   6,    4) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    4) (   6,    6)
          (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    8)
          (   6,    7) (   6,    8) (   6,    6) (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    4)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    6)
          (   6,    5) (   6,    5) (   6,    5) (   6,    7) (   6,    5) (   6,    5) (   6,    7) (   6,    5) (   6,    7) (   6,    7)
          (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    8) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    7)
          (   6,    7) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    5) (   6,    6)
          (   6,    5) (   6,    6) (   6,    7) (   6,    1) (   6,    4) (   6,    6) (   6,    8) (   6,    6) (   6,    4) (   6,    5)
          (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    4) (   6,    4) (   6,    5) (   6,    6) (   6,    5) (   6,    6)
          (   6,    6) (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    6)
          (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    6)
