          (   6,    6) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    8) (   6,    6)
          (   6,    7) (   6,    4) (   6,    3) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    6)
          (   6,    5) (   6,    5) (   6,    7) (   6,    6) (   6,    3) (   6,    8) (   6,    4) (   6,    7) (   6,    6) (   6,    6)
          (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    4) (   6,    8)
          (   6,    5) (   6,    7) (   6,    4) (   6,    4) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    4) (   6,    7)
          (   6,    6) (   6,    7) (   6,    4) (   6,    5) (   6,    8) (   6,    7) (   6,    7) (   6,    5) (   6,    4) (   6,    6)
          (   6,    6) (   6,    5) (   6,    8) (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    7) (   6,    7) (   6,    7)
          (   6,    5) (   6,    7) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    5) (   6,    7) (   6,    8) (   6,    5)
          (   6,    4) (   6,    5) (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    6) (   6,    3) (   6,    5) (   6,    7)
          (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    5) (   6,    5) (   6,    4)
          (   6,    8) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    7) (   6,    7)
          (   6,    5) (   6,    8) (   6,    8) (   6,    6) (   6,    8) (   6,    4) (   6,    7) (   6,    7) (   6,    6) (   6,    7)
          (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    7)
          (   6,    5) (   6,    4) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    4) (   6,    5) (   6,    7) (   6,    5)
          (   6,    6) (   6,    5) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    4) (   6,    6) (   6,    6) (   6,    8)
          (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    5)
          (   6,    7) (   6,    3) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    4)
          (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    8) (   6,    7)
          (   6,    6) (   6,    4) (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    7)
          (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    8) (   6,    6) (   6,    7) (   6,    5)
          (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    2) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    5)
          (   6,    5) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    4)
          (   6,    6) (   6,    7) (   6,    7) (   6,    3) (   6,    7) (   6,    6) (   6,    8) (   6,    7) (   6,    7) (   6,    6)
          (   6,    6) (   6,    6) (   6,    1) (   6,    8) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    5)
          (   6,    4) (   6,    7) (   6,    8) (   6,    4) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    5)
          (   6,    6) (   6,    7) (   6,    8) (   6,    6) (   6,    5) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    5)
          (   6,    5) (   6,    4) (   6,    6) (   6,    7) (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    7) (   6,    8)
          (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    4) (   6,    4) (   6,    6) (   6,    4) (   6,    8)
          (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    8) (   6,    5) (   6,    5) (   6,    6) (   6,    6)
          (   6,    7) (   6,    5) (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    6)
          (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    7)
          (   6,    5) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5)
          (   6,    7) (   6,    5) (   6,    7) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    6)
          (   6,    5) (   6,    5) (   6,    5) (   6,    7) (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    7) (   6,    7)
          (   6,    7) (   6,    2) (   6,    8) (   6,    8) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    8) (   6,    5) (   6,    8) (   6,    4) (   6,    5)
          (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    6) (   6,    5)
          (   6,    7) (   6,    7) (   6,    4) (   6,    8) (   6,    6) (   6,    6) (   6,    8) (   6,    4) (   6,    5) (   6,    8)
          (   6,    7) (   6,    5) (   6,    8) (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    7) (   6,    8) (   6,    8)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    4) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    7)
          (   6,    7) (   6,    4) (   6,    6) (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    8)
          (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    8) (   6,    8) (   6,    7) (   6,    8) (   6,    4) (   6,    7)
          (   6,    8) (   6,    7) (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    7)
          (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    8) (   6,    7) (   6,    7)
          (   6,    7) (   6,    5) (   6,    6) (   6,    8) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    8) (   6,    3)
          (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    5) (   6,    8) (   6,    5) (   6,    7) (   6,    6) (   6,    8)
          (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    7) (   6,    8) (   6,    5) (   6,    5) (   6,    7) (   6,    7)
          (   6,    8) (   6,    7) (   6,    5) (   6,    5) (   6,    7) (   6,    8) (   6,    7) (   6,    3) (   6,    6) (   6,    7)
          (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    8) (   6,    7) (   6,    4) (   6,    6) (   6,    7)
          (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5) (   6,    4) (   6,    6) (   6,    6)
          (   6,    4) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    6)
          (   6,    7) (   6,    5) (   6,    8) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    6)
          (   6,    7) (   6,    5) (   6,    5) (   6,    3) (   6,    5) (   6,    4) (   6,    6) (   6,    6) (   6,    4) (   6,    7)
          (   6,    8) (   6,    7) (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    4) (   6,    6) (   6,    5)
          (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    3) (   6,    6) (   6,    7) (   6,    5) (   6,    6)
         
node   1 sent_total   4200  recv_total   4215

node   2  (   1,    0) (   0,    0) (   3,    2) (   6,    3) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    6) (   6,    5)
          (   6,    7) (   6,    5) (   6,    7) (   6,    8) (   6,    5) (   6,    6) (   6,    3) (   6,    6) (   6,    5) (   6,    3)
          (   6,    4) (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    5) (   6,    4) (   6,    6)
          (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    7) (   6,    5) (   6,    6) (   6,    6)
          (   6,    5) (   6,    6) (   6,    2) (   6,    5) (   6,    6) (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    8)
          (   6,    7) (   6,    7) (   6,    9) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    6) (   6,    5)
          (   6,    8) (   6,    8) (   6,    9) (   6,    6) (   6,    6) (   6,    9) (   6,    8) (   6,    7) (   6,    4) (   6,    9)
          (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    2) (   6,    5) (   6,    5) (   6,    8) (   6,    7) (   6,    5)
          (   6,    5) (   6,    6) (   6,    5) (   6,    8) (   6,    8) (   6,    8) (   6,    5) (   6,    7) (   6,    7) (   6,    4)
          (   6,    7) (   6,    6) (   6,    4) (   6,    4) (   6,    8) (   6,    5) (   6,    6) (   6,    6) (   6,    5) (   6,    5)
          (   6,    4) (   6,    5) (   6,    6) (   6,    3) (   6,    7) (   6,    4) (   6,    6) (   6,    4) (   6,    7) (   6,    8)
          (   6,    8) (   6,    8) (   6,    7) (   6,    6) (   6,    8) (   6,    5) (   6,    6) (   6,    5) (   6,    7) (   6,    5)
          (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    7)
          (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    8) (   6,    7)
          (   6,    8) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    5) (   6,    4) (   6,    7) (   6,    5) (   6,    8)
          (   6,    5) (   6,    7) (   6,    6) (   6,    5) (   6,    8) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    5)
          (   6,    5) (   6,    4) (   6,    5) (   6,    8) (   6,    5) (   6,    5) (   6,    7) (   6,    5) (   6,    6) (   6,    6)
          (   6,    7) (   6,    5) (   6,    6) (   6,    4) (   6,    7) (   6,    8) (   6,    6) (   6,    7) (   6,    7) (   6,    5)
          (   6,    8) (   6,    6) (   6,    6) (   6,    8) (   6,    7) (   6,    3) (   6,    6) (   6,    5) (   6,    7) (   6,    4)
          (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    8) (   6,    7) (   6,    5)
          (   6,    5) (   6,    5) (   6,    8) (   6,    5) (   6,    7) (   6,    7) (   6,    6) (   6,    8) (   6,    5) (   6,    7)
          (   6,    5) (   6,    8) (   6,    6) (   6,    8) (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    6)
          (   6,    8) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    7)
          (   6,    7) (   6,    4) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    7)
          (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    8) (   6,    7) (   6,    6)
          (   6,    5) (   6,    6) (   6,    8) (   6,    7) (   6,    4) (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    4)
          (   6,    7) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    4)
          (   6,    7) (   6,    4) (   6,    6) (   6,    8) (   6,    4) (   6,    5) (   6,    6) (   6,    3) (   6,    5) (   6,    6)
          (   6,    8) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    3) (   6,    7) (   6,    7)
          (   6,    5) (   6,    5) (   6,    4) (   6,    8) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6)
          (   6,    7) (   6,    6) (   6,    7) (   6,    5) (   6,    4) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    6)
          (   6,    5) (   6,    6) (   6,    5) (   6,    4) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    7)
          (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    8) (   6,    7) (   6,    4) (   6,    6) (   6,    5)
          (   6,    6) (   6,    8) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    1) (   6,    7) (   6,    7)
          (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    6) (   6,    8) (   6,    5) (   6,    7) (   6,    3) (   6,    6)
          (   6,    8) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    7) (   6,    4) (   6,    6) (   6,    6)
          (   6,    5) (   6,    6) (   6,    8) (   6,    8) (   6,    5) (   6,    3) (   6,    8) (   6,    5) (   6,    5) (   6,    5)
          (   6,    6) (   6,    6) (   6,    5) (   6,    8) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    5) (   6,    3)
          (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    8) (   6,    4) (   6,    6) (   6,    4) (   6,    8) (   6,    5)
          (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    5) (   6,    5) (   6,    8) (   6,    5) (   6,    3) (   6,    5)
          (   6,    6) (   6,    7) (   6,    3) (   6,    8) (   6,    6) (   6,    5) (   6,    6) (   6,    6) (   6,    5) (   6,    8)
          (   6,    3) (   6,    7) (   6,    6) (   6,    5) (   6,    3) (   6,    8) (   6,    6) (   6,    6) (   6,    4) (   6,    5)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    6)
          (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    5) (   6,    5) (   6,    7) (   6,    7)
          (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    3) (   6,    7) (   6,    5) (   6,    5) (   6,    7) (   6,    6)
          (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    4) (   6,    7) (   6,    5) (   6,    5) (   6,    5) (   6,    5)
          (   6,    7) (   6,    7) (   6,    4) (   6,    8) (   6,    6) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    7)
          (   6,    6) (   6,    5) (   6,    5) (   6,    3) (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    4) (   6,    5)
          (   6,    8) (   6,    4) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    7)
          (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    5) (   6,    6)
          (   6,    6) (   6,    6) (   6,    6) (   6,    4) (   6,    8) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    6)
          (   6,    7) (   6,    5) (   6,    7) (   6,    8) (   6,    5) (   6,    5) (   6,    4) (   6,    6) (   6,    7) (   6,    7)
          (   6,    4) (   6,    7) (   6,    6) (   6,    6) (   6,    8) (   6,    5) (   6,    5) (   6,    4) (   6,    7) (   6,    5)
          (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    5) (   6,    4) (   6,    7) (   6,    5) (   6,    7) (   6,    7)
          (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    3) (   6,    6) (   6,    6) (   6,    6)
          (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    7) (   6,    7) (   6,    4) (   6,    8) (   6,    8) (   6,    6)
          (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    4) (   6,    7) (   6,    6) (   6,    8) (   6,    4) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    4)
          (   6,    7) (   6,    3) (   6,    8) (   6,    7) (   6,    5) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    5)
          (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    4) (   6,    5) (   6,    4)
          (   6,    7) (   6,    7) (   6,    4) (   6,    4) (   6,    6) (   6,    3) (   6,    6) (   6,    5) (   6,    3) (   6,    6)
          (   6,    6) (   6,    7) (   6,    4) (   6,    7) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    6) (   6,    7)
          (   6,    5) (   6,    6) (   6,    6) (   6,    4) (   6,    7) (   6,    7) (   6,    4) (   6,    7) (   6,    6) (   6,    8)
          (   6,    2) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    7)
          (   6,    8) (   6,    5) (   6,    5) (   6,    7) (   6,    6) (   6,    4) (   6,    7) (   6,    6) (   6,    7) (   6,    6)
          (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    3) (   6,    7) (   6,    8) (   6,    6) (   6,    6) (   6,    8)
          (   6,    5) (   6,    8) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    7) (   6,    5)
          (   6,    7) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    4) (   6,    6) (   6,    7) (   6,    6)
          (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    6) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    4) (   6,    6) (   6,    6) (   6,    5) (   6,    6) (   6,    6)
         
node   2 sent_total   4186  recv_total   4150

node   3  (   1,    0) (   0,    0) (   3,    2) (   6,    3) (   6,    7) (   6,    6) (   6,    6) (   6,    4) (   6,    7) (   6,    7)
          (   6,    3) (   6,    7) (   6,    6) (   6,    7) (   6,    4) (   6,    8) (   6,    7) (   6,    1) (   6,    6) (   6,    8)
          (   6,    5) (   6,    6) (   6,    9) (   6,    6) (   6,    7) (   6,    7) (   6,    4) (   6,    6) (   6,    7) (   6,    5)
          (   6,    5) (   6,    7) (   6,    7) (   6,    4) (   6,    9) (   6,    5) (   6,    5) (   6,    5) (   6,    8) (   6,    3)
          (   6,    7) (   6,    4) (   6,    8) (   6,    7) (   6,    3) (   6,    7) (   6,    4) (   6,    7) (   6,    7) (   6,    8)
          (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    1) (   6,    8)
          (   6,    7) (   6,    6) (   6,    5) (   6,    5) (   6,    6) (   6,    5) (   6,    7) (   6,    4) (   6,    4) (   6,    8)
          (   6,    4) (   6,    6) (   6,    6) (   6,    6) (   6,    5) (   6,    8) (   6,    4) (   6,    5) (   6,    6) (   6,    6)
          (   6,    7) (   6,    5) (   6,    8) (   6,    7) (   6,    6) (   6,    4) (   6,    8) (   6,    9) (   6,    6) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    4) (   6,    6) (   6,    4) (   6,    5) (   6,    6) (   6,    8)
          (   6,    4) (   6,    6) (   6,    5) (   6,    6) (   6,    4) (   6,    4) (   6,    2) (   6,    6) (   6,    6) (   6,    5)
          (   6,    4) (   6,    5) (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    4) (   6,    8) (   6,    6) (   6,    4)
          (   6,    7) (   6,    6) (   6,    4) (   6,    7) (   6,    6) (   6,    6) (   6,    8) (   6,    3) (   6,    7) (   6,    8)
          (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    4) (   6,    7) (   6,    6) (   6,    5) (   6,    7)
          (   6,    4) (   6,    6) (   6,    4) (   6,    3) (   6,    5) (   6,    4) (   6,    4) (   6,    5) (   6,    6) (   6,    7)
          (   6,    4) (   6,    7) (   6,    8) (   6,    7) (   6,    8) (   6,    7) (   6,    5) (   6,    8) (   6,    6) (   6,    6)
          (   6,    6) (   6,    8) (   6,    5) (   6,    7) (   6,    6) (   6,    8) (   6,    8) (   6,    6) (   6,    3) (   6,    7)
          (   6,    4) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    6)
          (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    2) (   6,    8) (   6,    7)
          (   6,    3) (   6,    6) (   6,    7) (   6,    7) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    7) (   6,    6)
          (   6,    5) (   6,    4) (   6,    5) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    5) (   6,    6) (   6,    8)
          (   6,    7) (   6,    3) (   6,    8) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    4)
          (   6,    6) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    4) (   6,    3) (   6,    7) (   6,    7) (   6,    5)
          (   6,    5) (   6,    7) (   6,    6) (   6,    4) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    6) (   6,    3)
          (   6,    4) (   6,    7) (   6,    7) (   6,    5) (   6,    5) (   6,    7) (   6,    6) (   6,    3) (   6,    7) (   6,    7)
          (   6,    7) (   6,    7) (   6,    5) (   6,    5) (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    6)
          (   6,    7) (   6,    8) (   6,    4) (   6,    8) (   6,    7) (   6,    3) (   6,    5) (   6,    4) (   6,    8) (   6,    4)
          (   6,    6) (   6,    7) (   6,    5) (   6,    7) (   6,    7) (   6,    7) (   6,    7) (   6,    8) (   6,    5) (   6,    6)
          (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    7) (   6,    5)
          (   6,    6) (   6,    8) (   6,    5) (   6,    2) (   6,    5) (   6,    3) (   6,    7) (   6,    6) (   6,    5) (   6,    5)
          (   6,    6) (   6,    5) (   6,    6) (   6,    5) (   6,    8) (   6,    2) (   6,    7) (   6,    6) (   6,    6) (   6,    5)
          (   6,    5) (   6,    7) (   6,    6) (   6,    4) (   6,    4) (   6,    3) (   6,    7) (   6,    6) (   6,    8) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    8) (   6,    4) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    6)
          (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    7)
          (   6,    5) (   6,    5) (   6,    5) (   6,    6) (   6,    7) (   6,    4) (   6,    2) (   6,    6) (   6,    8) (   6,    8)
          (   6,    6) (   6,    5) (   6,    7) (   6,    7) (   6,    4) (   6,    5) (   6,    7) (   6,    7) (   6,    5) (   6,    5)
          (   6,    7) (   6,    6) (   6,    6) (   6,    7) (   6,    3) (   6,    5) (   6,    3) (   6,    8) (   6,    5) (   6,    7)
          (   6,    8) (   6,    7) (   6,    6) (   6,    6) (   6,    5) (   6,    5) (   6,    5) (   6,    7) (   6,    3) (   6,    7)
          (   6,    5) (   6,    6) (   6,    6) (   6,    4) (   6,    6) (   6,    8) (   6,    4) (   6,    6) (   6,    4) (   6,    6)
          (   6,    4) (   6,    6) (   6,    6) (   6,    6) (   6,    8) (   6,    8) (   6,    7) (   6,    7) (   6,    6) (   6,    7)
          (   6,    5) (   6,    5) (   6,    8) (   6,    7) (   6,    3) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    5)
          (   6,    8) (   6,    5) (   6,    7) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    7)
          (   6,    5) (   6,    6) (   6,    4) (   6,    7) (   6,    8) (   6,    8) (   6,    8) (   6,    6) (   6,    6) (   6,    4)
          (   6,    5) (   6,    4) (   6,    7) (   6,    7) (   6,    6) (   6,    8) (   6,    6) (   6,    7) (   6,    6) (   6,    6)
          (   6,    7) (   6,    8) (   6,    8) (   6,    8) (   6,    6) (   6,    7) (   6,    6) (   6,    5) (   6,    6) (   6,    6)
          (   6,    7) (   6,    7) (   6,    7) (   6,    5) (   6,    6) (   6,    5) (   6,    5) (   6,    8) (   6,    7) (   6,    4)
          (   6,    7) (   6,    7) (   6,    6) (   6,    4) (   6,    8) (   6,    7) (   6,    6) (   6,    5) (   6,    8) (   6,    8)
          (   6,    5) (   6,    5) (   6,    6) (   6,    6) (   6,    6) (   6,    7) (   6,    5) (   6,    7) (   6,    6) (   6,    6)
          (   6,    6) (   6,    5) (   6,    4) (   6,    8) (   6,    8) (   6,    8) (   6,    5) (   6,    5) (   6,    7) (   6,    6)
          (   6,    6) (   6,    6) (   6,    7) (   6,    6) (   6,    7) (   6,    7) (   6,    5) (   6,    7) (   6,    5) (   6,    7)
          (   6,    7) (   6,    7) (   6,    7) (   6,    8) (   6,    7) (   6,    5) (   6,    5) (   6,    5) (   6,    8) (   6,    6)
          (   6,    6) (   6,    7) (   6,    6) (   6,    6) (   6,    8) (   6,    6) (   6,    4) (   6,    7) (   6,    6) (   6,    7)
          (   6,    6) (   6,    5) (   6,    6) (   6,    8) (   6,    8) (   6,    7) (   6,    5) (   6,    4) (   6,    6) (   6,    7)
